timestamp,similarity,decision,capture_ms,detect_ref_ms,detect_live_ms,liveness_ms,total_ms
2026-02-23 13:33:21.805,0.8635,Match,41.84,384.9,374.23,0.0693,416.2
2026-02-23 13:33:22.348,0.7195,Match,53.63,384.9,360.83,0.0843,414.62
2026-02-23 13:33:22.884,0.7755,Match,41.95,384.9,335.88,0.0908,378.0
2026-02-23 13:33:23.442,0.7771,Match,59.9,384.9,333.41,0.0916,393.49
2026-02-23 13:33:23.863,0.8258,Match,50.97,384.9,260.25,0.1088,311.41
2026-02-23 13:33:24.485,0.8357,Match,45.43,384.9,334.92,0.0682,380.48
2026-02-23 13:34:03.472,0.8617,Please Blink,520.08,385.82,277.5,0.0719,797.71
2026-02-23 13:34:04.007,0.8536,Please Blink,39.62,385.82,312.81,0.0641,352.57
2026-02-23 13:34:04.515,0.8518,Please Blink,58.66,385.82,312.13,0.0871,370.95
2026-02-23 13:34:05.043,0.8557,Please Blink,42.19,385.82,284.38,0.076,326.71
2026-02-23 13:34:05.636,0.8517,Please Blink,59.53,385.82,326.88,0.1074,386.63
2026-02-23 13:34:06.137,0.8132,Please Blink,50.06,385.82,267.77,0.0783,317.98
2026-02-23 13:34:06.723,0.854,Match,45.39,385.82,322.96,0.0584,368.47
2026-02-23 13:34:07.218,0.8538,Match,34.75,385.82,300.32,0.0808,335.23
2026-02-23 13:34:07.777,0.8627,Match,46.41,385.82,327.87,0.0586,374.39
2026-02-23 13:34:08.285,0.8492,Match,60.48,385.82,321.49,0.0886,382.13
2026-02-23 13:34:08.757,0.866,Match,2.83,385.82,289.0,0.1096,292.04
2026-02-23 13:34:09.296,0.85,Match,38.09,385.82,291.24,0.1054,329.52
